distance_km,days_late,review_score,product_weight_g
490,-7,2,200
490,-7,1,200
490,-7,1,200
2356,-6,4,350
709,-6,4,1383
512,-11,5,100
495,-5,5,18050
809,-14,5,1850
204,-14,5,200
261,-17,5,6050
139,-11,1,1900
196,-14,4,350
1170,-14,4,2050
364,-6,5,1200
801,-12,4,283
2225,-9,5,673
2225,-9,5,673
2225,-9,5,673
2225,-9,5,673
2225,-9,5,673
2225,-9,5,673
209,-8,5,800
577,-13,5,1850
1043,-16,5,1750
15,-27,5,500
1932,-21,5,922
1716,-16,5,100
752,-12,4,150
462,1,4,113
859,-1,5,200
842,-18,5,200
309,-14,4,3250
581,5,1,175
6,-11,5,600
8,-9,3,2200
955,-30,4,5150
1513,-34,5,150
751,-29,5,2100
751,-29,5,2100
751,-29,5,2100
751,-29,5,2100
433,-19,5,100
2469,-36,5,433
104,-19,5,117
369,-14,5,8750
22,-5,2,150
1526,-5,4,8700
281,-16,3,650
19,-8,5,400
33,-8,5,400
19,-8,5,450
33,-8,5,450
320,2,4,400
48,-8,4,810
59,-3,3,250
59,-3,3,250
16,-8,1,250
414,-16,5,1225
11,-9,5,7300
142,-18,4,650
381,-27,5,817
2080,-10,4,400
336,-17,5,1058
739,-20,5,2050
343,-25,5,250
7,-5,5,200
150,-19,5,150
23,-7,5,2900
137,7,2,150
17,1,5,1800
964,3,5,371
1255,-7,4,200
847,-5,4,4105
508,-20,5,6550
419,-12,1,180
57,-7,4,250
57,-7,4,250
57,-7,4,250
633,-19,5,575
2366,-8,5,150
527,-11,5,1850
851,-8,5,1250
500,-8,5,500
60,-11,4,350
2906,-11,4,8300
2289,-22,5,950
296,-10,2,600
3,-7,5,550
301,-15,5,1383
215,-19,3,2800
1492,-4,5,16000
1104,-33,3,200
847,-33,3,150
847,-33,3,150
847,-33,3,150
302,-12,5,3000
66,-1,5,800
171,-16,5,1400
294,-30,5,1650
504,-14,5,300
569,-17,5,250
569,-17,5,250
1670,-14,5,700
1214,-14,5,600
997,2,5,150
47,-9,5,329
698,-7,5,100
469,-14,1,150
469,-14,1,150
403,-13,5,8333
403,-13,5,8333
540,-19,1,5350
317,-13,4,1383
348,-19,5,1150
23,-8,5,6550
469,-19,5,6663
984,-11,4,1650
132,-8,5,1110
557,-9,5,150
2405,-21,4,150
22,-1,5,400
90,-7,5,761
21,-2,5,233
883,-19,4,350
25,-9,5,3975
871,-22,5,550
395,-2,5,250
695,-16,5,1132
824,-9,5,500
93,-14,4,1650
464,-9,5,500
590,-2,4,6150
390,-6,5,5075
307,-6,5,1050
822,-33,5,1600
608,-14,5,6550
596,0,4,444
889,-22,1,1400
846,-5,5,1300
323,-13,5,200
2229,6,3,350
33,0,5,7850
83,-9,5,400
308,-21,5,1100
644,-17,4,417
14,-4,5,4259
4,-30,4,1000
346,-8,5,7650
346,-8,5,7650
714,-6,5,2400
702,-7,1,500
20,-4,5,950
1321,-21,5,750
415,-16,4,11175
558,-22,4,4000
988,-22,5,163
411,-15,5,1000
1106,-18,4,1200
817,-14,4,4900
4,-1,4,2100
9,-14,5,225
2,2,5,750
33,-14,5,750
71,-18,5,183
323,-14,4,800
710,-15,5,9700
574,-16,5,350
349,-14,4,333
147,-12,3,938
474,-14,5,318
52,-13,4,375
4,-21,5,900
775,-34,5,475
510,-8,5,12650
619,-8,5,1700
1991,-14,5,925
2052,6,2,584
574,17,4,1200
348,-15,5,1500
36,-6,5,5700
3,-9,5,225
1019,-16,4,100
315,5,1,400
315,5,1,400
315,5,1,400
70,-2,4,1000
304,-11,5,193
2023,2,1,900
303,-9,4,3000
NULL,7,NULL,19100
408,-10,3,1021
116,0,3,500
29,-14,5,3400
469,10,1,1550
166,-7,5,2600
507,-13,5,410
74,-18,5,8800
515,-14,5,2500
332,-20,5,283
101,-11,1,975
837,-26,5,750
14,0,4,14150
28,-7,1,550
2094,-11,5,20900
NULL,-13,NULL,100
678,-26,5,2850
227,-2,4,1500
NULL,-15,NULL,3450
27,-13,4,2850
2123,-9,5,533
35,-7,3,517
24,-16,5,50
318,-12,5,1750
88,-11,5,850
606,-19,5,235
177,-1,5,250
655,-5,5,950
655,-5,5,950
538,-11,5,200
31,-7,5,200
524,-13,2,100
277,-9,4,2200
534,-13,5,250
993,-9,5,500
735,-14,5,800
90,-22,1,300
NULL,-4,NULL,1550
226,-12,4,150
246,-14,5,1200
434,-9,5,2200
1442,-22,3,3950
7,-10,1,1100
7,-10,1,1100
1491,-12,5,2750
250,-9,5,200
422,-13,5,900
99,-5,1,200
76,-12,5,800
505,-17,5,300
164,-7,5,200
804,-35,5,100
804,-35,5,150
804,-35,5,150
804,-35,5,150
804,-35,5,100
804,-35,5,100
2048,-19,5,1650
1987,-17,5,5300
93,-7,3,400
783,-23,1,200
202,-9,3,2200
202,-9,3,2200
202,-9,4,2200
202,-9,4,2200
202,-9,3,2050
202,-9,3,2050
202,-9,4,2050
202,-9,4,2050
276,-17,5,7850
368,-20,3,9800
468,-48,5,28100
1099,-5,5,450
1099,-5,5,450
5,-5,5,200
5,-5,5,200
7,-10,5,300
342,10,1,200
346,-42,5,300
16,-4,5,330
277,-14,5,1750
2476,-15,2,150
208,-12,5,250
980,-12,5,700
525,-6,5,1300
346,-15,5,150
1968,-7,5,600
1910,-7,5,400
35,-18,5,50
144,-17,5,150
13,-12,3,50
453,-11,5,467
1476,-9,5,1050
20,-4,5,250
587,-2,5,1550
480,-14,4,15450
335,-4,5,5200
1394,-9,5,200
1394,-9,5,200
2,-1,5,50
948,-15,5,1150
948,-15,5,1150
948,-15,5,1150
948,-15,5,1150
846,-21,5,2900
15,-12,3,1900
634,-18,4,6250
634,-18,4,6250
1940,1,5,300
589,-38,3,1375
1491,-19,5,5950
2123,-20,4,825
505,-15,3,200
442,-15,3,200
505,-15,3,300
442,-15,3,300
458,-7,5,400
542,-21,5,800
542,-21,5,1200
475,0,4,900
1047,-19,5,235
365,-25,3,1500
515,-7,5,2350
21,-16,3,1700
301,-12,5,150
218,-41,5,5600
954,-9,5,1650
1138,-14,5,875
932,-22,1,250
314,-11,4,1900
314,-11,4,1900
34,-20,1,500
711,-3,4,3450
594,-29,5,530
476,-16,2,10075
502,-13,5,114
566,-13,5,1032
340,-18,5,650
2168,-10,4,400
1460,-9,2,1200
480,-21,5,300
67,-13,5,1000
847,-16,5,800
38,-6,5,150
1997,-15,5,400
345,-7,5,150
1118,-6,5,150
889,-14,5,250
1019,-12,5,4300
491,-12,5,5675
6,-12,5,725
484,-14,1,200
484,-14,1,200
95,-9,1,2400
350,-28,4,16550
676,-8,3,6133
362,-7,2,100
354,-7,4,1100
282,-15,5,15875
291,-17,3,600
1184,-9,5,1582
334,-19,5,1000
124,-11,1,150
124,-11,1,183
101,0,4,100
517,-21,5,250
935,-3,5,875
1057,-13,4,12950
1443,-11,5,575
73,-14,3,500
73,-14,3,500
73,-14,1,500
73,-14,1,500
836,-27,5,7000
827,-14,5,300
32,-7,5,900
333,-14,5,200
41,-23,1,902
700,-23,1,902
41,-23,1,300
700,-23,1,300
683,-9,4,30000
392,-11,1,100
1090,-11,1,100
392,-11,1,400
1090,-11,1,400
78,-11,5,200
165,-25,1,150
922,-25,1,150
165,-25,1,100
922,-25,1,100
165,-25,1,3400
922,-25,1,3400
478,-3,3,300
899,-21,5,2650
268,-21,1,400
723,-21,1,400
268,-21,1,15700
723,-21,1,15700
301,-5,5,1850
707,-14,5,3100
305,-13,4,350
57,-15,5,250
552,-16,5,750
82,-38,5,100
2693,-11,5,300
448,-6,4,9750
1379,-19,5,250
338,-20,5,1050
287,-16,4,1650
13,-9,4,400
132,-7,5,250
286,-9,1,900
417,-9,4,2250
554,3,1,5150
283,-11,5,100
815,-14,4,300
396,-9,5,1600
1440,-5,5,1450
52,-9,5,1000
2092,-21,2,5300
2432,-21,2,5300
2092,-21,2,100
2432,-21,2,100
297,-7,5,530
867,-17,5,200
NULL,-14,NULL,15750
526,-21,3,1700
595,-4,3,900
1680,-24,4,1675
1096,-8,5,800
185,-9,2,100
62,-9,4,100
23,-6,3,100
806,-34,5,1550
806,-34,5,1550
166,-10,4,6450
166,-10,4,6450
37,-14,4,950
586,-23,5,1050
438,-2,4,13900
546,-20,4,150
177,-12,5,400
12,-5,4,1650
12,-5,4,1650
7,-21,4,100
6,-21,4,100
7,-21,4,550
6,-21,4,550
31,-4,1,550
360,-6,4,285
500,-15,4,450
311,-17,3,300
76,-8,3,1500
76,-8,3,1500
311,-23,1,410
311,-23,1,410
311,-23,1,410
311,-23,1,410
2026,-16,5,2163
65,-23,4,11375
808,-16,4,11880
344,-15,5,434
52,-13,5,1500
305,-11,3,3700
305,-11,3,3700
54,-9,5,150
25,-4,5,200
450,20,1,2100
387,-22,5,550
667,-20,4,650
151,-14,5,4350
209,-2,5,650
25,-20,5,150
368,-20,5,3500
21,-14,5,200
860,-27,5,3097
620,-18,3,400
345,-12,3,7000
158,-11,5,600
4,-7,4,175
708,-18,2,200
708,-18,2,200
494,-17,1,875
481,-10,5,200
864,-7,5,5825
650,-14,5,5500
298,-17,5,1000
330,-5,4,4050
160,-11,3,600
179,-48,4,1350
401,-9,5,200
635,-1,4,6325
410,-12,5,250
30,-13,5,200
514,-15,5,150
41,-1,5,150
1449,-15,5,550
106,-21,5,150
1078,-20,5,9000
1269,-12,3,11875
18,-8,4,250
375,-9,4,450
350,-11,5,150
596,-22,1,500
596,-22,1,300
720,5,1,100
2877,-35,5,300
504,-19,4,1200
342,-20,5,400
2158,-7,4,500
141,1,5,250
141,1,5,150
326,-2,5,500
21,-9,5,100
312,-17,4,600
876,8,4,5700
42,-16,5,175
351,-12,5,950
623,-21,3,150
542,-14,2,150
848,-14,5,600
2253,-13,4,7550
898,-14,4,450
NULL,-7,NULL,975
133,-18,4,400
16,-3,4,350
497,-6,5,500
302,-11,4,9850
551,-17,4,3350
596,-15,3,310
100,0,1,83
100,0,1,83
100,0,1,83
433,-4,5,300
479,-83,5,8050
628,-25,5,300
749,6,3,23500
92,-11,4,350
969,-6,5,250
497,-20,5,1260
1473,-15,5,850
16,-6,3,650
16,-6,3,650
16,-6,3,650
258,-6,4,1550
362,-13,5,200
1136,-13,5,700
545,-12,4,100
423,-5,5,553
20,-5,5,100
17,-12,5,150
343,-15,5,200
28,-10,4,1200
337,-19,5,11200
176,-18,5,400
647,-27,5,3750
1474,5,1,300
1081,-22,5,310
453,-25,3,6600
211,-15,5,650
381,-12,1,1075
370,-11,5,250
509,7,1,550
907,-21,4,100
310,-12,1,300
849,-20,4,725
559,0,5,100
935,-7,3,550
708,-16,3,300
673,-19,4,500
342,-29,5,1000
26,-26,5,1000
1990,-14,5,2700
1990,-14,5,2700
1990,-14,5,2700
1990,-14,5,2700
1990,-14,5,2700
1990,-14,5,2700
416,-22,5,400
482,9,1,350
470,-12,5,1650
21,-10,5,183
546,-14,5,250
595,-9,5,5000
39,0,5,300
18,-2,4,250
22,-7,5,650
115,-10,4,200
616,-17,4,11750
84,-21,4,17550
185,-75,5,6200
19,-14,5,200
31,-13,5,500
489,-9,1,167
300,0,5,950
45,-11,5,175
134,-15,5,13388
134,-15,5,13388
1765,-23,5,1000
354,-16,5,950
500,-11,5,950
504,-21,5,250
335,-22,1,250
964,-22,1,250
335,-22,1,1300
964,-22,1,1300
1609,-13,5,1625
53,-9,5,200
868,-20,5,600
988,-14,5,300
988,-14,5,300
988,-14,5,300
988,-14,5,300
988,-14,5,300
1031,-15,4,200
45,-13,5,550
156,0,5,1650
37,-13,4,400
119,-13,4,400
37,-13,4,800
119,-13,4,800
844,-21,5,7000
880,-12,5,125
NULL,-24,NULL,1950
524,-14,5,2100
1092,-5,1,1100
77,-11,3,1683
366,-14,5,200
316,-15,5,200
1237,-31,5,2750
46,-9,5,1000
784,-23,5,11325
510,-10,5,150
548,-26,5,584
2108,-31,5,375
135,-8,5,200
389,-32,5,1100
14,-8,5,450
25,-9,5,200
18,-8,4,11325
2130,-9,5,300
267,-10,5,8750
30,-2,4,1675
410,5,3,800
211,-10,5,6550
26,-20,5,214
1089,-46,4,3450
548,-14,1,6663
372,-12,1,2350
158,-1,5,250
15,-9,1,500
15,-9,1,500
15,-9,1,500
613,-7,1,1250
613,-7,1,1250
613,-7,1,1250
NULL,-7,NULL,30000
2124,-21,5,300
790,-22,5,600
548,-13,4,575
841,-13,5,147
61,-12,5,550
10,-15,5,150
464,1,1,850
464,1,1,850
464,1,1,850
464,1,1,850
91,-10,5,800
396,-16,5,400
396,-16,5,400
660,-16,4,1825
660,-16,4,1500
232,6,1,4338
7,-11,5,4083
803,-18,5,2450
2213,-11,4,350
552,-13,1,700
78,-14,3,225
469,-5,4,113
1099,-18,5,200
287,-26,5,425
661,-3,3,400
293,-16,5,350
293,-16,5,350
293,-16,5,350
391,-12,5,8875
572,-17,3,1000
938,0,2,1200
2333,-22,5,200
576,-1,5,650
6,-8,5,2400
1832,-18,5,532
382,-16,4,333
52,-14,5,200
52,-14,5,200
939,7,1,825
466,-19,5,267
466,-19,5,267
466,-19,5,267
338,-5,4,6950
533,-20,5,550
344,-19,5,7600
247,5,5,345
320,-19,5,4317
996,-28,5,450
9,-5,5,560
661,-21,4,4105
40,1,3,2600
2139,-6,5,600
814,-8,5,700
402,-12,5,6550
848,-16,4,3900
346,-21,5,7050
801,-16,5,200
185,-3,5,200
30,-11,2,575
286,-17,5,175
56,8,1,100
18,-14,5,3575
503,-6,5,275
510,-8,4,250
1374,-19,5,150
1374,-19,5,150
1689,-24,3,200
478,-24,3,200
1689,-24,3,150
478,-24,3,150
871,-13,5,200
103,-6,5,4825
16,-18,5,30000
16,-18,5,2010
1390,-10,5,1550
7,-16,5,9350
459,-12,4,400
459,-12,4,400
841,-2,4,1250
552,-8,3,550
10,-11,5,12000
565,-2,3,1450
515,-24,4,1450
24,-10,5,400
612,-17,4,300
15,-18,5,9900
15,-18,5,9900
15,-18,5,9900
15,-18,5,9900
1490,-11,5,700
120,-17,5,7650
9,-8,5,9850
711,-4,4,1950
1297,-31,5,2400
371,-35,5,11950
310,4,1,3000
310,4,1,3050
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
662,-14,1,1000
498,-15,5,1700
105,-9,5,817
1941,-27,5,1200
1339,49,1,150
939,-22,5,450
332,-11,4,550
26,-8,5,250
26,-8,5,200
632,-14,5,1700
259,-14,4,7850
577,-22,5,7650
55,-16,1,500
240,-16,1,500
55,-16,1,250
240,-16,1,250
68,-12,5,2050
154,-11,5,1150
345,-14,5,143
286,-11,1,525
687,-31,4,10700
348,-14,5,250
697,-17,4,300
784,-22,3,150
213,-17,5,375
349,-14,5,400
504,-29,3,4088
870,-29,3,4088
504,-29,3,650
870,-29,3,650
895,-7,1,180
895,-7,1,180
13,4,1,5900
758,-7,4,280
860,-14,5,2650
238,-22,5,3000
2202,-19,4,125
9,-6,5,850
349,-8,5,7625
13,-15,3,1177
336,23,2,650
2714,-19,4,28300
456,-15,4,1450
334,-10,5,900
10,-17,4,633
381,-22,5,2134
468,-12,5,1250
2304,-22,4,180
211,-10,5,1800
685,31,1,1300
98,-14,5,3100
470,-10,5,750
432,-28,5,125
1046,-28,5,125
432,-28,5,175
1046,-28,5,175
432,-28,5,321
1046,-28,5,321
461,-14,5,250
8,-11,5,5000
334,-20,5,1200
298,-11,5,363
NULL,-15,NULL,8750
NULL,-5,NULL,1000
87,-4,5,510
8,-12,4,200
291,-11,2,75
575,-23,5,1650
575,-23,5,1650
575,-23,5,1650
130,-15,5,400
394,-15,5,200
244,-2,5,850
857,-5,1,500
331,-19,5,8050
17,-29,5,250
778,-15,5,1000
17,-12,4,100
341,-11,4,25950
813,3,3,300
417,-6,5,5000
24,-14,5,2600
695,-30,1,350
481,-15,5,850
2,-17,5,200
364,-17,5,200
2,-17,5,20850
364,-17,5,20850
403,-5,5,800
374,-10,5,500
80,-20,5,1100
80,-20,5,1100
80,-20,5,1100
564,-15,5,900
NULL,-5,NULL,1050
784,-9,2,200
571,-3,3,1650
571,-3,3,1650
193,-22,5,1500
579,-1,4,1500
431,-15,5,438
67,-6,5,1350
478,-8,4,150
8,-12,5,250
389,-15,5,950
23,-8,4,200
871,10,1,150
395,-16,4,300
301,-12,5,3000
16,0,4,500
799,-17,4,9750
666,2,5,1250
2003,-9,5,950
382,-10,3,350
11,-14,4,950
814,-26,5,200
164,-11,5,1285
345,-21,4,584
364,8,1,2600
339,-10,1,5700
353,7,1,2600
658,-15,5,1750
570,-29,5,950
417,-14,5,300
NULL,12,NULL,9400
51,-6,3,600
51,-6,3,900
93,-6,5,450
759,-13,3,9000
239,-12,5,2850
1326,-6,3,350
1037,-32,4,250
1533,4,5,12750
903,-18,4,2500
504,-14,5,1800
17,-9,4,200
90,-6,5,250
97,-13,5,250
1022,13,5,444
293,-19,5,850
293,-19,5,800
77,-14,5,310
321,1,2,9400
909,-24,5,1000
696,-14,5,1950
897,-19,5,400
2110,-10,5,2150
636,-12,2,200
1151,-7,3,2950
133,-5,5,100
371,-6,5,1350
596,11,1,1225
856,0,5,1500
856,0,5,1500
856,0,4,1500
856,0,4,1500
2219,-24,2,600
17,-10,5,150
1610,-16,5,353
1610,-16,5,353
295,-16,5,2400
430,-3,5,1550
430,-3,5,1750
94,-7,3,1875
1106,5,1,2850
1206,-16,1,633
1456,-11,5,450
888,2,3,350
2322,-22,5,1950
339,-18,5,625
1152,-15,4,3550
1152,-15,4,3550
24,-15,5,444
60,-12,3,600
60,-12,3,600
972,-14,4,10700
938,-14,4,10700
972,-14,4,1200
938,-14,4,1200
406,-3,3,200
191,-17,5,250
499,-18,4,1183
608,-13,5,500
2060,-20,5,350
2437,-25,5,275
411,4,1,4300
802,-5,4,7450
2298,-7,5,350
6,-22,5,300
138,-12,3,1350
82,2,5,1036
82,2,5,1036
6,-10,5,600
941,-13,3,2550
866,-7,4,300
694,-41,2,8050
4,-20,5,300
789,-13,5,1250
573,-15,5,321
409,-20,4,450
879,-19,4,1300
361,-12,4,500
317,-14,3,3008
1566,-31,5,100
1403,8,2,167
375,-31,5,468
2408,-13,4,588
350,-20,5,350
152,-13,5,1450
20,-5,5,850
105,-7,4,238
451,-14,5,1250
835,-21,5,800
835,-21,5,800
499,-22,4,100
328,-10,5,600
3306,-47,3,175
NULL,-9,NULL,1850
255,-33,5,6850
27,1,3,300
289,-3,5,292
18,-9,5,10050
650,1,1,8700
650,1,1,8900
46,-4,5,500
3323,5,1,600
300,-14,5,1600
300,-14,5,1600
911,7,4,213
230,-20,3,100
147,-1,5,1550
415,-13,5,1800
2323,-18,4,1800
1139,-14,5,6550
4,-7,4,400
438,-14,5,150
95,-6,4,150
2237,-27,1,100
1423,-14,4,6550
70,-19,1,7480
1081,-34,5,5950
382,-21,1,7000
375,-21,1,7000
382,-21,1,2200
375,-21,1,2200
170,-12,5,900
430,-16,5,150
371,-22,4,10400
1512,1,3,9800
317,-14,5,600
483,-14,5,293
51,-7,5,200
51,-7,5,200
302,12,1,400
495,-15,4,1850
349,-8,3,600
70,-7,5,5900
17,-13,5,3500
1770,-18,5,6600
333,-9,5,156
156,-21,2,1700
366,-43,4,750
23,-17,5,150
696,-7,4,400
302,-13,5,900
18,-13,4,100
804,-12,5,12000
888,-21,5,100
888,-21,5,100
888,-21,5,100
888,-21,5,100
105,-8,5,450
105,-8,5,450
1283,-16,5,7000
390,-10,5,550
1097,-3,5,775
564,-4,1,2300
293,-7,3,1050
588,2,4,1100
48,-25,1,150
465,14,1,7050
210,-25,3,100
156,-25,3,100
210,-25,3,100
156,-25,3,100
210,-25,3,3750
156,-25,3,3750
237,-15,4,150
105,7,1,350
1070,-9,5,1600
345,-9,5,250
325,-36,5,4117
19,-14,4,800
463,-15,5,10150
267,-15,5,4381
868,-23,3,300
622,-7,5,400
622,-7,5,400
622,-7,5,400
860,-14,4,1200
48,-20,4,2450
334,-9,5,500
752,-14,4,13700
325,-11,5,1800
18,-9,5,175
156,-22,5,1475
156,-22,5,1323
869,-12,5,363
123,-6,5,330
372,-18,4,350
33,-12,5,1582
326,15,1,23375
148,1,4,1000
1997,-26,4,5450
47,-7,5,500
743,-21,5,100
738,-18,5,1650
419,-19,5,180
419,-19,5,180
477,-23,5,50
830,-10,5,4850
768,-21,5,450
916,-15,1,1500
836,4,1,3450
371,-14,5,5500
348,-14,3,5950
1969,-20,5,450
24,-9,5,500
30,-9,5,200
18,-6,5,300
889,-9,4,1867
589,-17,5,1700
880,-7,3,200
353,-14,4,200
353,-14,4,200
295,-21,1,4381
2238,-21,1,4381
295,-21,1,500
2238,-21,1,500
36,-7,5,250
250,-10,5,275
2219,-13,1,400
2702,-13,1,400
2219,-13,1,717
2702,-13,1,717
564,4,5,600
15,-9,5,150
605,-23,5,342
2358,-7,5,300
943,-14,5,7450
436,-5,5,290
844,-19,3,1000
474,-7,5,11325
473,-12,5,6400
28,-9,5,300
2212,11,1,600
15,-14,5,300
348,-22,5,1900
578,-25,5,1300
162,-10,5,600
487,-8,5,200
511,-15,4,450
576,-13,5,800
758,-20,5,281
541,-14,5,2200
70,-14,5,150
70,-14,5,250
70,-14,5,250
299,-19,5,900
90,-6,3,18250
56,-13,1,350
610,-19,5,50
241,-11,5,250
241,-11,5,250
1084,-20,5,3500
1084,-20,5,3500
669,-15,4,6200
2276,-10,5,450
1108,-11,5,125
1210,-18,5,300
543,-19,4,2450
2230,-27,5,433
17,-7,5,100
70,-11,5,850
499,-18,5,500
153,-8,5,300
866,-14,3,200
778,-8,5,1110
834,-22,5,150
477,-13,5,1000
157,-11,2,888
693,-16,5,290
327,-17,4,1125
55,-8,5,400
549,-15,5,100
359,-23,5,643
359,-23,5,643
359,-16,5,1900
339,-26,5,6550
339,-26,5,6550
80,-8,5,600
1412,-7,5,1750
601,-19,1,250
9,-5,4,4900
2320,-9,5,3350
846,20,1,190
369,-14,5,396
357,-11,5,8017
467,-2,5,150
144,-7,5,500
170,-16,5,600
278,-10,3,2000
278,-10,3,1800
863,-16,5,550
470,-15,5,100
578,-15,5,1383
68,-6,3,175
1470,-21,5,3121
1470,-21,5,3121
1470,-21,5,3121
308,-15,4,6550
959,-9,5,1500
604,29,1,3500
293,-17,5,2500
154,-11,4,175
472,-21,5,584
674,-14,5,150
674,-14,5,150
674,-14,5,150
674,-14,5,150
674,-14,5,150
339,-14,5,640
339,-14,5,640
339,-14,5,640
339,-14,5,640
620,-11,5,1000
620,-11,5,1000
273,-11,4,700
408,-14,4,1867
1097,-16,5,2000
133,-5,5,2100
28,8,1,200
523,-14,4,1000
177,-19,4,1800
880,-28,5,173
477,-19,3,4100
721,-16,4,650
845,-16,5,2850
916,0,5,200
691,-14,5,200
8,-6,5,2600
164,-7,5,950
NULL,-13,NULL,15700
243,-13,5,350
2093,-8,4,425
2356,10,1,350
2731,-24,5,950
8,-14,5,350
2374,-2,4,1050
442,-9,5,150
740,-1,5,1500
616,-24,4,6550
645,-9,5,9050
463,-17,5,175
421,-8,2,1225
454,-21,5,9575
256,-7,5,310
420,2,4,1250
515,-8,5,2200
1685,-7,4,10500
683,-12,1,600
683,-12,1,600
247,-20,5,2800
512,-6,5,300
342,-13,3,450
944,20,1,250
1119,-12,5,400
10,-15,5,2850
10,-15,5,2850
727,-18,4,200
600,-9,5,7600
427,7,1,100
114,-14,1,200
588,-10,5,250
809,-10,4,1538
3133,-18,5,400
290,-14,5,550
955,-17,2,3500
611,-15,5,975
16,-1,5,1775
1685,-21,4,1250
NULL,0,NULL,1000
56,-10,1,83
56,-10,1,83
758,-16,3,584
468,-25,5,6550
90,-7,4,950
165,-9,4,1000
448,-5,5,12600
302,-9,5,1150
225,-11,5,2250
355,-9,1,1350
355,-9,1,1350
355,-9,1,1350
345,-6,5,3050
45,-9,5,450
1328,-32,5,1500
888,-9,1,24450
1400,-11,5,750
707,-7,3,500
1117,-21,4,325
535,-16,4,280
414,-10,5,1200
330,-28,1,3475
21,-6,5,1800
1180,-6,5,1250
540,-9,2,700
131,-13,5,2400
85,-10,5,4550
127,-24,5,18800
471,-7,3,200
884,-13,5,100
351,-13,4,750
242,-7,4,550
872,-14,5,1800
315,-6,3,342
492,-16,1,950
25,-3,5,1600
14,-11,4,1100
603,-43,5,800
1448,-19,3,7000
898,-16,1,450
247,4,1,200
712,-16,5,700
351,-9,5,250
26,-3,5,534
292,5,2,50
689,-14,5,1075
321,-28,4,3100
1347,-13,5,3600
266,-15,4,163
573,-13,5,350
134,-11,4,350
134,-11,4,350
134,-11,4,350
134,-11,4,350
93,-19,5,2000
11,6,1,400
2124,-26,5,650
2097,-9,5,1075
510,-1,4,2
5,-4,5,380
410,-42,4,200
97,-16,5,950
23,-17,5,250
475,-6,5,200
2305,-17,5,175
834,-55,3,10475
1141,-17,5,1500
1137,-9,5,5500
20,-2,5,200
20,-2,5,200
20,-2,5,200
20,-2,5,200
20,-2,5,200
67,-12,5,15267
2074,3,1,850
359,-12,5,4017
34,2,1,150
34,2,1,150
34,2,1,150
349,-24,5,300
974,-24,4,200
561,-3,3,1550
561,-3,3,1225
582,-27,1,757
1612,-15,5,250
734,-13,5,750
556,-12,5,1500
27,-16,5,100
543,-14,5,250
919,-16,1,100
919,-16,1,100
919,-16,1,100
919,-16,1,100
321,-20,4,8600
520,16,2,1350
395,-11,5,11450
68,-12,5,1500
2359,-5,5,700
349,-23,5,2300
21,-16,5,6000
839,-16,5,600
15,-16,5,325
557,-20,5,1700
10,-10,5,6033
465,-8,5,250
321,13,2,7463
71,-3,5,3700
2102,-14,5,1450
20,-8,5,450
405,-17,5,1000
13,-7,5,300
900,6,1,1400
1490,-21,5,250
349,-8,5,200
17,-8,5,5650
54,-8,5,16100
432,-15,5,2900
125,-15,5,6200
24,-13,5,16650
206,-6,5,1225
109,-14,5,200
886,-6,4,500
951,-25,5,2837
951,-25,5,1700
354,-10,5,700
303,-42,3,610
797,-10,5,2600
287,15,3,200
1135,-13,3,150
22,-10,4,3600
1113,-13,1,350
1113,-13,1,350
1113,-13,1,350
1113,-13,1,350
1113,-13,1,350
1113,-13,1,350
811,-13,4,7700
16,-7,2,250
28,-2,5,200
1372,-21,5,1150
138,-10,5,16650
34,-14,4,400
415,-10,5,1750
415,-10,5,1750
901,-18,5,1800
2474,-4,3,3625
490,-8,5,200
140,-15,5,8950
222,-13,5,5950
1639,6,5,425
43,-7,5,150
NULL,-13,NULL,6300
454,-20,5,100
1982,-48,1,250
455,8,1,1700
473,-20,1,263
1267,-8,5,23250
418,-13,5,300
25,-7,5,850
907,-3,5,800
543,-10,1,1000
195,-46,4,1350
1464,-9,1,200
1464,-9,1,200
1464,-9,1,200
1464,-9,1,200
461,1,4,800
19,7,2,145
109,-13,5,1825
772,-15,1,200
225,-13,5,500
606,-12,5,200
8,-5,4,200
451,-36,5,1150
247,-10,5,2500
340,-8,5,6200
319,-15,5,364
596,-2,5,10400
644,-19,5,102
489,-17,3,3850
123,-12,5,2000
4,-9,5,700
236,-13,5,1110
384,-16,5,21000
360,-11,5,363
4,2,4,757
133,-15,5,550
36,-10,4,1200
820,-19,5,2200
556,1,3,250
19,-12,5,475
668,-14,5,400
407,-21,4,550
947,-22,5,700
935,-15,5,167
107,-14,5,7300
853,-15,5,275
666,-18,1,300
460,-13,3,4100
772,-6,5,1850
843,-20,4,300
737,-17,3,700
322,-16,5,2350
534,-17,1,5900
21,-13,5,500
333,7,5,1535
411,-27,5,525
209,-16,4,2100
13,-5,5,100
907,-10,5,1230
17,-8,4,950
735,-8,5,2700
507,-18,2,300
901,-5,1,140
705,-8,5,800
448,2,1,4500
112,-7,4,200
494,-18,4,200
663,-21,5,525
394,-16,4,100
762,-22,5,17600
